id,ad_creative_body,ad_delivery_start_time,ad_delivery_stop_time,page_name,punlisher_platforms,delivery_by_region,demographic_distribution,impressions_lower_bound,impressions_upper_bound,spend_lower_bound,spend_upper_bound,diferencia,translated_column,polaridad,sentimiento
206711000000000.0, Oculariza tu territorio y toma control con la tecnologia que todos necesitamos,18/10/2021,08/11/2021,Plataforma Robótica Automatizada ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Nuevo León""}]","[{""percentage"":""0.002261"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.055628"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.178744"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.153116"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.144472"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.052663"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.063216"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.078191"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.089548"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.047337"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.122613"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.004322"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.002161"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.003116"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.002563"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""5.0E-5"",""age"":""13-17"",""gender"":""unknown""}]",25000,29999,5000,5999,21,<pad> Ocularize your territory and take control with the technology we all need</s>,0.0,neutro
1249400000000000.0, Deja atras las limitaciones de la edad y preparate para el futuro,26/10/2022,13/11/2022, Dómotica del Norte de México ," facebook"",""instagram ","[{""percentage"":""0.004303"",""region"":""Aguascalientes""},{""percentage"":""0.00796"",""region"":""Nayarit""},{""percentage"":""0.013769"",""region"":""Yucatán""},{""percentage"":""0.09531"",""region"":""Veracruz""},{""percentage"":""0.01463"",""region"":""Tlaxcala""},{""percentage"":""0.046472"",""region"":""Tamaulipas""},{""percentage"":""0.025818"",""region"":""Tabasco""},{""percentage"":""0.025602"",""region"":""Sonora""},{""percentage"":""0.017857"",""region"":""Sinaloa""},{""percentage"":""0.022806"",""region"":""San Luis Potosi""},{""percentage"":""0.008821"",""region"":""Quintana Roo""},{""percentage"":""0.013985"",""region"":""Querétaro Arteaga""},{""percentage"":""0.072289"",""region"":""Puebla""},{""percentage"":""0.105422"",""region"":""Oaxaca""},{""percentage"":""0.008606"",""region"":""Nuevo León""},{""percentage"":""0.019148"",""region"":""Morelos""},{""percentage"":""0.01463"",""region"":""Baja California""},{""percentage"":""0.047117"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.066265"",""region"":""State of Mexico""},{""percentage"":""0.028614"",""region"":""Jalisco""},{""percentage"":""0.043244"",""region"":""Hidalgo""},{""percentage"":""0.075086"",""region"":""Guerrero""},{""percentage"":""0.03722"",""region"":""Guanajuato""},{""percentage"":""0.013769"",""region"":""Durango""},{""percentage"":""0.018933"",""region"":""Distrito Federal""},{""percentage"":""0.005379"",""region"":""Colima""},{""percentage"":""0.018072"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.026248"",""region"":""Chihuahua""},{""percentage"":""0.061962"",""region"":""Chiapas""},{""percentage"":""0.012694"",""region"":""Campeche""},{""percentage"":""0.007745"",""region"":""Baja California Sur""},{""percentage"":""0.020224"",""region"":""Zacatecas""}]","[{""percentage"":""0.000216"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000216"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000216"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000216"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.035807"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.042494"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.027826"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.216997"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.235764"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.138266"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.099439"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.07528"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.087144"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.010785"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.019413"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.009922"",""age"":""35-44"",""gender"":""female""}]",4000,4999,0,99,18,<pad> Leave behind the limitations of age and prepare for the future</s>,-0.4,negativo
736047000000000.0, Descubre la facilidad y rapidez que ofrece la capacitacion tecnologica,27/01/2021,12/02/2021, INSTAVI SA de CV , facebook ,"[{""percentage"":""0.999398"",""region"":""Jalisco""},{""percentage"":""0.000602"",""region"":""Unknown""}]","[{""percentage"":""0.00037"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.16901"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.000234"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000156"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.000935"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.098758"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.012306"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.061996"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.125803"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.00109"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.025916"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.150454"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.127692"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.105612"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.056681"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.040208"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.022353"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.000428"",""age"":""18-24"",""gender"":""unknown""}]",100000,124999,2000,2499,16,<pad> Discover the ease and speed of technological training</s>,0.0,neutro
594305000000000.0, Mejora tu productividad con la ayuda de tecnologias avanzadas,13/05/2021,29/05/2021, Micro Controladores y Servicios de Automatización ," facebook"",""instagram ","[{""percentage"":""0.011969"",""region"":""Aguascalientes""},{""percentage"":""0.011837"",""region"":""Sinaloa""},{""percentage"":""0.010338"",""region"":""Tlaxcala""},{""percentage"":""0.037492"",""region"":""Sonora""},{""percentage"":""0.054837"",""region"":""Nuevo León""},{""percentage"":""0.065773"",""region"":""Distrito Federal""},{""percentage"":""0.02504"",""region"":""Chiapas""},{""percentage"":""0.038657"",""region"":""Baja California""},{""percentage"":""0.040197"",""region"":""Puebla""},{""percentage"":""0.103462"",""region"":""State of Mexico""},{""percentage"":""0.031924"",""region"":""Guerrero""},{""percentage"":""0.040719"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.034846"",""region"":""Chihuahua""},{""percentage"":""0.054242"",""region"":""Veracruz""},{""percentage"":""0.056738"",""region"":""Tamaulipas""},{""percentage"":""0.03722"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.011604"",""region"":""Baja California Sur""},{""percentage"":""0.013118"",""region"":""Zacatecas""},{""percentage"":""0.018727"",""region"":""Tabasco""},{""percentage"":""0.023556"",""region"":""San Luis Potosi""},{""percentage"":""0.016408"",""region"":""Quintana Roo""},{""percentage"":""0.014642"",""region"":""Querétaro Arteaga""},{""percentage"":""0.028433"",""region"":""Oaxaca""},{""percentage"":""0.012701"",""region"":""Nayarit""},{""percentage"":""0.015326"",""region"":""Morelos""},{""percentage"":""0.052012"",""region"":""Jalisco""},{""percentage"":""0.028634"",""region"":""Hidalgo""},{""percentage"":""0.054446"",""region"":""Guanajuato""},{""percentage"":""0.016237"",""region"":""Durango""},{""percentage"":""0.004962"",""region"":""Colima""},{""percentage"":""0.007826"",""region"":""Campeche""},{""percentage"":""0.026077"",""region"":""Yucatán""}]","[{""percentage"":""0.465057"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.318427"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.02552"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.121773"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.054029"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.015193"",""age"":""65+"",""gender"":""female""}]",700000,799999,10000,14999,16,<pad> Improve your productivity with the help of advanced technologies</s>,0.4,positivo
1247150000000000.0," Equipo de seguimiento operacional, siempre conectado. Administre sus procesos de una mejor manera. Realice predicciones para evitar desvios de la ruta de produccion y obtenga el rendimiento mas optimo ",05/12/2020,19/12/2020, Servicios Industriales de Robótica de México , facebook ,"[{""percentage"":""2.0E-5"",""region"":""Unknown""},{""percentage"":""0.954922"",""region"":""Guerrero""},{""percentage"":""0.045058"",""region"":""Oaxaca""}]","[{""percentage"":""5.9E-5"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.055865"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.013719"",""age"":""13-17"",""gender"":""female""},{""percentage"":""0.011422"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.099812"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.192517"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.16801"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.024983"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.050163"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.111432"",""age"":""35-44"",""gender"":""male""},{""percentage"":""7.9E-5"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.124894"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.084094"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.024151"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.014788"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.023043"",""age"":""13-17"",""gender"":""male""},{""percentage"":""0.000396"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000238"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""5.9E-5"",""age"":""13-17"",""gender"":""unknown""},{""percentage"":""0.000277"",""age"":""35-44"",""gender"":""unknown""}]",100000,124999,5000,5999,14,"<pad> Operational tracking equipment, always connected. Manage your processes in a better way. Make predictions to avoid deviations from the production route and get the most optimal performance</s>",0.5,positivo
1853450000000000.0, Invierte en la domotica de hoy,17/03/2021,30/03/2021, Automatización e IngenieríaVZ , facebook ,"[{""percentage"":""1"",""region"":""Querétaro Arteaga""}]","[{""percentage"":""0.000629"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.053298"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.00055"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.113199"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.059193"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.084034"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.109897"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.100385"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.054713"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.000786"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.065325"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.127977"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.114456"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.036475"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.077431"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.00055"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.00055"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.00055"",""age"":""35-44"",""gender"":""unknown""}]",15000,19999,600,699,13,<pad> Invest in today's domotics</s>,0.0,neutro
885738000000000.0, Descubre la facilidad de manejo de una interfaz de usuario intuitiva,28/01/2023,10/02/2023,Moreno TX Solutions., facebook ,"[{""percentage"":""1"",""region"":""Zacatecas""}]","[{""percentage"":""0.000807"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.158451"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.15881"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.114716"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.062108"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.081466"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.1114"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.020972"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.2038"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.058882"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.000627"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.026707"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.001165"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""9.0E-5"",""age"":""55-64"",""gender"":""unknown""}]",50000,59999,600,699,13,<pad> Discover the ease of handling an intuitive user interface</s>,0.0,neutro
623519000000000.0," Automatiza toda tu industria con un software industrial de ultima tecnologia. Consigue mejores resultados, ahorro de tiempo y mayores eficiencias. Garantizar resultados con la optimizacion de los procesos ",08/12/2021,20/12/2021, Proveduría de Productos de Limpieza Industrial, facebook ,"[{""percentage"":""1"",""region"":""Durango""}]","[{""percentage"":""0.00021"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.036352"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000662"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.035124"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.00147"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.101497"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.089385"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.075949"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.058331"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.000355"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.103483"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.063644"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.122975"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.169097"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.112414"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.028003"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000662"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000388"",""age"":""18-24"",""gender"":""unknown""}]",100000,124999,2000,2499,12,"<pad> Automate your entire industry with state-of-the-art industrial software. Get better results, time savings and greater efficiencies. Ensure results with process optimization</s>",0.333333333,positivo
586122000000000.0, Masivo ahorro de recursos con nuestras herramientas de automatizacion. Obten los mejores resultados sin perder dinero. ,20/05/2022,31/05/2022, Olasteroteca de Mexico , facebook ,"[{""percentage"":""1"",""region"":""Puebla""}]","[{""percentage"":""0.001018"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.035831"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.035423"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.0057"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000814"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.123168"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.012826"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.010179"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.204601"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.000204"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.185057"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.20623"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.081026"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.087541"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.000204"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.001629"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.001018"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.007533"",""age"":""65+"",""gender"":""male""}]",5000,5999,0,99,11,<pad> Massive resource saving with our automation tools. Get the best results without losing money.</s>,0.5,positivo
1167370000000000.0, Domotica para un integrado control de tus procesos. Reduccion de los recursos y mejor manejo de costos. Dispositivos automatizados para obtener la informacion deseada. ,18/07/2019,28/07/2019,Atmocontrol México , facebook ,"[{""percentage"":""0.000123"",""region"":""Arizona""},{""percentage"":""0.999877"",""region"":""Sonora""}]","[{""percentage"":""0.000371"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.137342"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.205271"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.200074"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.100346"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.038109"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.09948"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.096634"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.121876"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.000247"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000247"",""age"":""55-64"",""gender"":""unknown""}]",10000,14999,100,199,10,<pad> Domotics for integrated control of your processes. Resource reduction and better cost management. Automated devices to obtain the desired information.</s>,0.5,positivo
1377610000000000.0," Aprovecha la tecnologia para alcanzar la excelencia en tu empresa. Automatiza tus procesos y logra mayor control de los mismos. Eficiencia, seguridad y resultados asegurados al abrazar la tecnologia ",14/05/2021,24/05/2021, Automatización Avanzada de México ," facebook"",""instagram ","[{""percentage"":""0.802864"",""region"":""Puebla""},{""percentage"":""0.197136"",""region"":""Tlaxcala""}]","[{""percentage"":""0.000308"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.021788"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.000308"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.000205"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000308"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.153594"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.089306"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.239824"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.005229"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.016815"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.00082"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.062237"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.183585"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.06557"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.066697"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.062083"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.031119"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000205"",""age"":""55-64"",""gender"":""unknown""}]",25000,29999,400,499,10,"<pad> Take advantage of technology to achieve excellence in your company. Automate your processes and achieve greater control of them. Efficiency, safety and results assured by embracing technology</s>",0.5,positivo
937637000000000.0, Soluciones domoticas para toda tu casa. Una tecnologia de ultima generacion para que disfrutes tu hogar sin preocupaciones ,23/09/2022,03/10/2022, Robótica e Ingeniería México ," facebook"",""instagram"",""messenger ","[{""percentage"":""1"",""region"":""Veracruz""}]","[{""percentage"":""0.004581"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.016605"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.087604"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.04781"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.313198"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.268251"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.024621"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.121958"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.056971"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.018036"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.033209"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.004008"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.001431"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.001718"",""age"":""45-54"",""gender"":""unknown""}]",7000,7999,200,299,10,<pad> Domestic solutions for your entire home. A latest generation technology for you to enjoy your home without worry</s>,0.225,positivo
131336000000000.0, Especializa a tus trabajadores en automatizacion para lograr los mejores resultados. Un equipo preparado para seguir los mas altos estandares de calidad ,19/04/2022,29/04/2022, Automatización Avanzada de México ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Puebla""}]","[{""percentage"":""0.00075"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.00075"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.007502"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.03901"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.108027"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.105026"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.147787"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.219805"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.181545"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.061515"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.071268"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.024006"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.019505"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.010503"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.00075"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.002251"",""age"":""25-34"",""gender"":""unknown""}]",1000,1999,0,99,10,<pad> Specialist your workers in automation to achieve the best results. A team prepared to follow the highest standards of quality</s>,1.0,positivo
1603360000000000.0, Diferencia y manten el ritmo con avanzados sistema de monitoreo,07/01/2023,16/01/2023,Grupo Giz ," facebook"",""instagram ","[{""percentage"":""0.004026"",""region"":""Aguascalientes""},{""percentage"":""0.023506"",""region"":""Nayarit""},{""percentage"":""0.01013"",""region"":""Yucatán""},{""percentage"":""0.052338"",""region"":""Veracruz""},{""percentage"":""0.004545"",""region"":""Tlaxcala""},{""percentage"":""0.032468"",""region"":""Tamaulipas""},{""percentage"":""0.010519"",""region"":""Tabasco""},{""percentage"":""0.070519"",""region"":""Sonora""},{""percentage"":""0.221948"",""region"":""Sinaloa""},{""percentage"":""0.025455"",""region"":""San Luis Potosi""},{""percentage"":""0.008312"",""region"":""Quintana Roo""},{""percentage"":""0.011558"",""region"":""Querétaro Arteaga""},{""percentage"":""0.025455"",""region"":""Puebla""},{""percentage"":""0.027662"",""region"":""Oaxaca""},{""percentage"":""0.02013"",""region"":""Nuevo León""},{""percentage"":""0.011948"",""region"":""Morelos""},{""percentage"":""0.050519"",""region"":""Baja California""},{""percentage"":""0.028831"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.037403"",""region"":""State of Mexico""},{""percentage"":""0.041818"",""region"":""Jalisco""},{""percentage"":""0.018052"",""region"":""Hidalgo""},{""percentage"":""0.023117"",""region"":""Guerrero""},{""percentage"":""0.031948"",""region"":""Guanajuato""},{""percentage"":""0.022208"",""region"":""Durango""},{""percentage"":""0.033247"",""region"":""Distrito Federal""},{""percentage"":""0.007532"",""region"":""Colima""},{""percentage"":""0.024286"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.066364"",""region"":""Chihuahua""},{""percentage"":""0.018961"",""region"":""Chiapas""},{""percentage"":""0.004026"",""region"":""Campeche""},{""percentage"":""0.013506"",""region"":""Baja California Sur""},{""percentage"":""0.017662"",""region"":""Zacatecas""}]","[{""percentage"":""0.000651"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000651"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.012376"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.091975"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.148254"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.064487"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.027488"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.099922"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.030354"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.110214"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.181344"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.040776"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.061751"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.128973"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000651"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.00013"",""age"":""25-34"",""gender"":""unknown""}]",8000,8999,0,99,9,<pad> Difference and keep pace with advanced monitoring system</s>,0.4,positivo
